Participant,IT1,IT2,Key,rubric,accuracy,RT
17,d,m,n,0,1,4.289
17,m,m,m,1,1,2.813
17,s,t,m,0,0,2.812
17,k,k,m,1,1,2.52
17,n,n,m,1,1,2.651
17,h,h,m,1,1,3.421
17,p,p,m,1,1,2.989
17,z,h,m,0,0,3.179
17,v,v,m,1,1,4.678
17,h,h,n,1,0,4.609
17,h,t,n,0,1,2.948
17,l,l,m,1,1,3.42
17,l,l,m,1,1,2.204
17,g,m,n,0,1,4.944
17,t,t,m,1,1,3.626
17,y,g,n,0,1,2.993
17,p,p,m,1,1,2.956
17,w,w,m,1,1,3.684
17,y,a,n,0,1,2.546
17,d,p,n,0,1,2.601
17,p,p,m,1,1,2.972
17,i,h,m,0,0,2.515
17,n,n,m,1,1,3.246
17,j,j,m,1,1,2.787
17,u,u,m,1,1,3.347
17,i,y,n,0,1,3.419
17,m,m,m,1,1,3.472
17,j,j,m,1,1,3.624
17,q,n,m,0,0,3.944
17,q,t,m,0,0,3.645
17,j,n,n,0,1,4.071
17,v,v,m,1,1,3.261
17,w,g,n,0,1,4.435
17,y,y,m,1,1,3.539
17,a,a,m,1,1,2.127
17,b,b,m,1,1,2.003
17,l,b,m,0,0,2.363
17,y,z,m,0,0,2.604
17,f,t,m,0,0,3.835
17,v,v,m,1,1,3.041
17,z,c,n,0,1,2.183
17,u,t,n,0,1,2.738
17,r,r,m,1,1,2.469
17,k,h,m,0,0,3.187
17,y,x,m,0,0,2.126
17,q,d,n,0,1,3.545
17,d,i,m,0,0,2.865
17,l,c,n,0,1,3.252
17,v,v,m,1,1,3.851
17,f,f,m,1,1,3.76
17,i,i,m,1,1,3.691
17,j,m,n,0,1,3.755
17,w,t,m,0,0,3.244
17,q,q,m,1,1,2.603
17,b,b,m,1,1,3.076
17,f,y,n,0,1,4.717
17,c,a,n,0,1,3.623
17,x,f,n,0,1,5.957
17,c,i,m,0,0,4.419
17,n,n,m,1,1,3.756
17,x,x,m,1,1,3.144
17,u,u,m,1,1,5.043
17,i,v,n,0,1,2.942
17,x,g,n,0,1,3.969
17,u,u,m,1,1,4.056
17,k,k,m,1,1,2.515
17,h,h,m,1,1,3.611
17,k,y,m,0,0,2.006
17,z,z,m,1,1,2.766
17,u,r,n,0,1,3.007
17,z,z,n,1,0,2.804
17,f,h,m,0,0,2.548
17,i,i,m,1,1,2.558
17,o,o,m,1,1,2.755
17,r,e,n,0,1,3.099
17,q,q,m,1,1,2.931
17,w,p,m,0,0,2.564
17,k,k,m,1,1,2.77
17,f,f,m,1,1,3.805
17,m,q,m,0,0,3.052
17,s,r,n,0,1,3.123
17,g,g,m,1,1,2.379
17,j,f,m,0,0,2.652
17,s,s,m,1,1,3.366
17,i,i,m,1,1,2.971
17,f,j,m,0,0,2.635
17,t,t,m,1,1,2.708
17,t,t,m,1,1,2.615
17,z,z,m,1,1,2.779
17,c,o,n,0,1,2.725
17,s,s,m,1,1,5.371
17,h,p,n,0,1,3.628
17,q,u,n,0,1,5.943
17,s,p,m,0,0,4.885
17,g,b,m,0,0,3.539
17,h,k,n,0,1,2.958
17,i,i,n,1,0,2.66
17,v,h,n,0,1,4.089
17,c,l,n,0,1,2.849
17,w,w,n,1,0,3.715
17,k,k,m,1,1,3.532
17,i,r,n,0,1,2.569
17,x,x,m,1,1,2.203
17,w,w,m,1,1,6.444
17,d,n,n,0,1,4.009
17,v,s,n,0,1,4.267
17,p,p,m,1,1,6.671
17,l,l,m,1,1,3.849
17,y,f,n,0,1,3.731
17,h,q,n,0,1,2.669
17,f,k,n,0,1,3.675
17,l,g,n,0,1,2.955
17,k,w,n,0,1,2.557
17,y,y,m,1,1,3.632
17,c,c,m,1,1,2.831
17,n,v,m,0,0,4.422
17,u,k,n,0,1,3.632
17,n,f,n,0,1,3.626
17,b,b,m,1,1,3.624
17,w,w,m,1,1,3.626
17,l,l,m,1,1,2.398
17,y,u,n,0,1,3.589
17,d,d,m,1,1,2.566
17,c,c,m,1,1,2.169
17,a,a,m,1,1,2.132
17,o,o,m,1,1,3.715
17,n,n,m,1,1,2.915
17,a,u,n,0,1,2.812
17,z,z,m,1,1,3.854
17,d,u,n,0,1,3.707
17,q,s,n,0,1,3.707
17,r,r,m,1,1,3.641
17,c,u,n,0,1,2.965
17,l,w,n,0,1,3.138
17,d,d,n,1,0,3.223
17,d,d,m,1,1,3.259
17,u,m,n,0,1,4.515
17,p,m,m,0,0,3.301
17,y,y,m,1,1,2.211
17,d,e,m,0,0,2.441
17,f,f,m,1,1,2.611
17,b,w,n,0,1,3.289
17,t,y,n,0,1,2.637
17,e,a,n,0,1,2.486
17,o,o,m,1,1,2.629
17,t,t,m,1,1,3.613
17,j,j,m,1,1,4.003
17,d,d,m,1,1,4.235
17,n,c,n,0,1,2.854
17,r,r,m,1,1,2.539
17,s,j,m,0,0,6.094
17,v,z,m,0,0,2.891
17,m,m,m,1,1,2.875
17,e,e,m,1,1,3.466
17,x,p,m,0,0,3.907
17,b,b,m,1,1,3.827
18,a,a,m,1,1,5.195
18,s,g,n,0,1,4.98
18,r,n,m,0,0,4.803
18,y,y,m,1,1,4.427
18,c,x,n,0,1,4.637
18,v,e,n,0,1,4.477
18,d,d,m,1,1,6.191
18,u,u,m,1,1,4.871
18,y,y,m,1,1,4.112
18,k,k,m,1,1,4.167
18,t,t,n,1,0,5.035
18,m,m,m,1,1,5.915
18,o,o,m,1,1,5.881
18,n,n,m,1,1,4.526
18,v,u,n,0,1,5.502
18,x,x,m,1,1,5.788
18,w,w,m,1,1,5.043
18,h,h,m,1,1,5.7
18,k,k,n,1,0,5.798
18,f,f,n,1,0,5.036
18,v,v,m,1,1,4.386
18,u,u,m,1,1,4.808
18,q,r,n,0,1,5.064
18,l,r,n,0,1,5.251
18,r,p,n,0,1,4.565
18,m,g,n,0,1,4.541
18,l,a,n,0,1,4.918
18,o,v,n,0,1,4.603
18,u,u,m,1,1,5.747
18,h,h,m,1,1,7.388
18,j,k,n,0,1,4.571
18,w,y,n,0,1,4.555
18,f,b,n,0,1,4.944
18,r,r,m,1,1,5.071
18,j,s,n,0,1,4.619
18,h,h,m,1,1,5.115
18,n,g,n,0,1,5.248
18,z,z,m,1,1,5.049
18,m,u,n,0,1,5.03
18,c,h,n,0,1,5.499
18,d,d,m,1,1,5.036
18,s,v,n,0,1,4.324
18,c,c,m,1,1,4.315
18,e,k,n,0,1,4.651
18,t,t,n,1,0,4.974
18,q,q,m,1,1,5.084
18,l,s,n,0,1,5.354
18,b,a,n,0,1,4.116
18,w,v,n,0,1,4.219
18,v,v,m,1,1,4.862
18,x,u,m,0,0,5.076
18,f,f,m,1,1,5.304
18,w,w,n,1,0,6.956
18,n,j,n,0,1,5.331
18,p,p,m,1,1,5.58
18,m,a,n,0,1,5.914
18,e,v,n,0,1,5.193
18,w,r,n,0,1,6.253
18,b,b,m,1,1,5.275
18,p,g,n,0,1,5.123
18,q,q,m,1,1,4.815
18,l,v,n,0,1,5.035
18,u,o,n,0,1,5.506
18,j,x,n,0,1,4.603
18,f,o,m,0,0,3.587
18,y,y,m,1,1,5.205
18,h,h,m,1,1,4.899
18,n,n,m,1,1,4.964
18,w,n,n,0,1,6.251
18,i,i,m,1,1,5.347
18,c,s,n,0,1,5.155
18,f,q,n,0,1,5.618
18,a,p,n,0,1,4.298
18,b,z,n,0,1,5.467
18,t,t,n,1,0,5.774
18,s,y,n,0,1,5.104
18,y,y,m,1,1,5.636
18,c,c,m,1,1,5.411
18,j,l,n,0,1,6.046
18,l,l,m,1,1,5.249
18,c,t,n,0,1,4.159
18,g,c,n,0,1,4.291
18,x,t,n,0,1,3.967
18,n,n,m,1,1,5.34
18,l,l,m,1,1,5.027
18,y,b,n,0,1,4.708
18,f,f,m,1,1,4.139
18,x,b,n,0,1,4.899
18,x,x,n,1,0,4.675
18,v,v,m,1,1,5.619
18,o,z,n,0,1,5.015
18,h,h,m,1,1,4.67
18,u,f,n,0,1,4.923
18,o,o,m,1,1,4.451
18,i,x,n,0,1,4.803
18,n,p,n,0,1,5.331
18,r,k,n,0,1,5.019
18,j,j,n,1,0,5.285
18,w,w,m,1,1,4.667
18,e,d,m,0,0,5.79
18,b,b,m,1,1,5.477
18,n,n,m,1,1,5.068
18,h,l,n,0,1,4.795
18,b,b,m,1,1,5.149
18,r,r,m,1,1,5.944
18,u,u,n,1,0,6.849
18,i,s,n,0,1,5.611
18,g,g,m,1,1,4.973
18,r,h,n,0,1,4.971
18,g,g,m,1,1,5.83
18,h,d,n,0,1,5.565
18,a,a,m,1,1,4.059
18,p,y,n,0,1,5.279
18,g,g,m,1,1,5.154
18,i,a,n,0,1,4.247
18,j,g,n,0,1,5.115
18,u,j,n,0,1,5.124
18,z,d,n,0,1,5.359
18,a,a,m,1,1,3.591
18,h,u,n,0,1,5.942
18,y,r,m,0,0,5.136
18,w,o,m,0,0,4.556
18,f,f,n,1,0,5.839
18,m,z,n,0,1,4.625
18,g,l,n,0,1,4.952
18,c,c,m,1,1,4.03
18,e,e,m,1,1,4.243
18,z,z,m,1,1,4.939
18,k,k,m,1,1,4.808
18,q,q,m,1,1,5.361
18,y,l,n,0,1,4.948
18,l,d,n,0,1,6.375
18,q,o,n,0,1,4.873
18,j,j,n,1,0,5.417
18,x,x,m,1,1,5.468
18,a,y,n,0,1,4.884
18,x,c,n,0,1,4.485
18,i,i,m,1,1,3.739
18,d,d,m,1,1,4.379
18,l,x,n,0,1,4.731
18,x,x,m,1,1,5.06
18,a,a,m,1,1,5.075
18,p,p,m,1,1,5.163
18,l,j,n,0,1,5.06
18,z,o,m,0,0,5.14
18,z,z,m,1,1,4.74
18,j,j,m,1,1,4.786
18,v,v,m,1,1,4.128
18,h,x,n,0,1,5.822
18,t,t,m,1,1,5.601
18,c,c,m,1,1,4.531
18,i,i,m,1,1,4.356
18,m,l,n,0,1,4.371
18,j,d,n,0,1,4.518
18,l,l,m,1,1,6.363
18,e,s,n,0,1,4.931
18,c,c,m,1,1,6.107
18,e,e,m,1,1,5.995
18,r,r,m,1,1,7.174
18,x,x,m,1,1,5.822
18,a,q,n,0,1,4.787
18,i,o,n,0,1,5.493
18,s,s,m,1,1,6.09
18,r,r,n,1,0,6.544
18,m,h,n,0,1,5.769
18,i,i,m,1,1,4.411
18,a,a,m,1,1,6.583
18,z,z,n,1,0,5.308
18,o,o,m,1,1,4.187
18,c,r,n,0,1,4.223
18,u,u,m,1,1,4.613
18,a,e,n,0,1,4.802
18,i,k,n,0,1,5.922
18,t,s,n,0,1,5.411
18,e,e,m,1,1,5.252
18,q,q,n,1,0,5.271
18,a,l,n,0,1,4.667
18,s,k,n,0,1,5.147
18,p,t,m,0,0,4.331
18,w,w,m,1,1,6.332
18,j,r,n,0,1,5.099
18,g,w,m,0,0,5.879
18,t,p,n,0,1,6.419
18,p,d,n,0,1,5.772
18,m,m,m,1,1,7.579
18,l,l,m,1,1,5.574
18,n,n,m,1,1,4.584
18,d,d,m,1,1,4.62
18,w,w,m,1,1,3.996
18,k,p,n,0,1,3.859
18,k,f,n,0,1,4.019
18,v,a,n,0,1,4.285
18,p,p,n,1,0,6.043
18,l,u,m,0,0,4.579
18,p,p,m,1,1,5.435
18,m,m,m,1,1,5.084
18,d,l,n,0,1,5.632
18,r,r,m,1,1,5.587
18,d,t,n,0,1,4.622
18,g,u,n,0,1,5.78
18,l,h,m,0,0,5.556
18,l,l,n,1,0,4.259
18,s,s,n,1,0,4.327
18,i,i,m,1,1,5.26
18,v,m,n,0,1,5.099
18,o,g,n,0,1,5.494
18,e,e,m,1,1,4.504
18,p,p,m,1,1,4.396
18,j,j,n,1,0,4.491
18,q,p,n,0,1,3.948
18,k,k,m,1,1,4.068
18,a,o,n,0,1,3.572
18,o,j,m,0,0,4.242
18,k,k,m,1,1,4.603
18,m,p,n,0,1,4.555
18,o,h,n,0,1,4.067
18,s,s,n,1,0,3.78
18,r,f,n,0,1,4.257
18,q,j,n,0,1,4.352
18,t,u,n,0,1,5.371
18,o,o,n,1,0,5.82
18,b,e,m,0,0,5.023
18,u,z,m,0,0,4.955
18,d,b,n,0,1,4.324
18,x,o,m,0,0,4.518
18,e,g,n,0,1,4.627
18,y,o,n,0,1,4.411
18,s,s,m,1,1,4.52
18,f,w,m,0,0,3.633
18,b,b,m,1,1,4.459
18,j,j,m,1,1,4.365
18,m,m,m,1,1,5.088
18,b,x,m,0,0,3.883
18,f,f,m,1,1,3.66
18,z,f,n,0,1,3.995
18,w,z,n,0,1,4.172
18,g,h,m,0,0,4.843
18,y,v,m,0,0,3.939
18,t,t,n,1,0,4.387
18,b,d,m,0,0,4.307
18,q,q,n,1,0,5.252
18,d,d,m,1,1,4.203
18,u,h,n,0,1,4.02
18,g,f,m,0,0,3.323
18,y,y,m,1,1,3.571
18,g,g,m,1,1,3.036
18,a,r,n,0,1,4.073
18,g,g,m,1,1,3.839
18,z,z,m,1,1,5.284
18,r,c,n,0,1,4.931
18,v,v,m,1,1,5.492
18,m,m,n,1,0,4.451
18,v,t,n,0,1,4.736
18,o,o,m,1,1,4.28
18,b,f,n,0,1,4.516
18,b,b,m,1,1,4.829
18,e,o,n,0,1,3.563
18,i,z,n,0,1,3.707
18,s,s,m,1,1,4.163
18,e,e,m,1,1,4.099
19,l,l,m,1,1,3.747
19,t,i,n,0,1,4.539
19,h,h,m,1,1,3.74
19,s,s,m,1,1,4.244
19,w,u,n,0,1,3.659
19,c,c,n,1,0,4.387
19,u,u,m,1,1,4.603
19,u,c,n,0,1,4.094
19,e,e,m,1,1,3.531
19,h,v,n,0,1,5.188
19,b,c,n,0,1,5.755
19,n,n,m,1,1,3.413
19,t,t,m,1,1,4.564
19,z,e,n,0,1,4.747
19,d,q,n,0,1,6.74
19,r,w,n,0,1,5.947
19,n,n,m,1,1,9.267
19,s,s,m,1,1,3.988
19,a,g,n,0,1,3.612
19,c,d,n,0,1,4.578
19,c,p,n,0,1,4.495
19,m,t,m,0,0,4.545
19,p,p,m,1,1,5.913
19,d,x,n,0,1,4.326
19,y,y,m,1,1,4.283
19,d,d,m,1,1,4.238
19,t,t,m,1,1,4.297
19,c,c,m,1,1,3.387
19,g,g,m,1,1,3.835
19,g,g,n,1,0,6.116
19,s,c,n,0,1,4.614
19,b,b,m,1,1,3.331
19,x,x,m,1,1,4.58
19,a,a,m,1,1,5.035
19,o,o,m,1,1,8.678
19,b,v,n,0,1,7.2
19,h,h,n,1,0,3.723
19,e,w,n,0,1,3.129
19,d,d,n,1,0,4.165
19,a,a,m,1,1,2.907
19,w,c,m,0,0,8.049
19,h,w,n,0,1,3.924
19,y,t,m,0,0,2.963
19,p,p,m,1,1,4.565
19,j,j,m,1,1,4.999
19,a,a,m,1,1,4.215
19,u,q,n,0,1,4.787
19,t,q,n,0,1,4.236
19,s,s,m,1,1,5.068
19,d,w,n,0,1,4.87
19,r,r,m,1,1,7.514
19,v,l,n,0,1,8.531
19,z,z,m,1,1,4.145
19,c,w,n,0,1,5.957
19,g,x,n,0,1,4.912
19,o,y,n,0,1,8.059
19,i,g,n,0,1,3.795
19,a,a,m,1,1,5.376
19,b,r,n,0,1,3.602
19,o,o,m,1,1,3.671
19,k,z,n,0,1,5.794
19,t,c,n,0,1,4.317
19,b,b,m,1,1,3.346
19,z,r,m,0,0,3.742
19,x,l,n,0,1,3.27
19,i,i,n,1,0,4.558
19,r,d,m,0,0,4.359
19,p,p,m,1,1,3.233
19,v,v,m,1,1,4.182
19,u,u,n,1,0,3.748
19,m,v,m,0,0,4.932
19,r,a,n,0,1,3.939
19,x,x,n,1,0,5.795
19,w,w,n,1,0,3.407
19,q,h,m,0,0,4.06
19,x,x,n,1,0,6.917
19,v,n,n,0,1,3.58
19,f,f,m,1,1,4.163
19,c,c,m,1,1,3.491
19,g,v,m,0,0,5.014
19,x,z,n,0,1,7.065
19,f,d,n,0,1,4.939
19,e,e,m,1,1,2.931
19,b,b,m,1,1,4.212
19,h,h,m,1,1,5.019
19,m,m,m,1,1,4.171
19,x,k,m,0,0,4.402
19,e,e,m,1,1,7.552
19,e,i,n,0,1,3.978
19,f,z,n,0,1,4.354
19,a,x,n,0,1,3.877
19,m,m,m,1,1,3.423
19,w,i,n,0,1,4.295
19,r,r,m,1,1,5.802
19,y,y,m,1,1,4.188
19,t,j,m,0,0,3.524
19,k,k,m,1,1,3.239
19,c,c,m,1,1,4.161
19,x,x,m,1,1,2.313
19,z,z,m,1,1,3.53
19,t,h,n,0,1,6.068
19,a,a,m,1,1,3.975
19,g,g,m,1,1,4.275
19,l,z,n,0,1,4.917
19,z,g,n,0,1,5.235
19,t,t,m,1,1,3.69
19,f,s,m,0,0,5.035
19,m,m,m,1,1,3.632
19,w,e,n,0,1,5.065
19,u,p,n,0,1,5.179
19,p,z,m,0,0,4.155
19,a,i,n,0,1,3.731
19,k,v,m,0,0,8.849
19,e,u,n,0,1,4.327
19,e,z,n,0,1,5.73
19,l,l,m,1,1,5.336
19,a,w,n,0,1,3.759
19,k,d,n,0,1,3.66
19,e,n,n,0,1,6.051
19,e,r,n,0,1,7.095
19,w,a,n,0,1,5.355
19,e,q,n,0,1,3.51
19,j,j,m,1,1,3.923
19,o,o,m,1,1,4.291
19,y,d,m,0,0,8.201
19,w,w,m,1,1,8.414
19,k,c,n,0,1,3.485
19,a,d,n,0,1,3.107
19,n,n,m,1,1,3.451
19,u,s,n,0,1,3.523
19,b,h,n,0,1,3.987
19,v,v,m,1,1,3.139
19,j,j,m,1,1,3.299
19,t,t,m,1,1,3.953
19,x,j,n,0,1,4.061
19,l,l,m,1,1,3.779
19,k,k,m,1,1,4.955
19,a,v,n,0,1,6.379
19,s,s,n,1,0,5.958
19,m,m,n,1,0,3.082
19,q,l,n,0,1,4.484
19,n,n,m,1,1,4.071
19,d,d,m,1,1,3.155
19,v,k,m,0,0,4.104
19,v,v,m,1,1,3.067
19,v,v,m,1,1,2.938
19,d,a,n,0,1,3.371
19,h,h,n,1,0,7.884
19,u,u,m,1,1,3.526
19,g,i,n,0,1,4.211
19,q,q,n,1,0,3.779
19,p,p,m,1,1,2.773
19,m,d,n,0,1,3.61
19,k,r,m,0,0,4.035
19,f,e,n,0,1,3.832
19,n,z,m,0,0,4.912
19,f,f,n,1,0,4.979
19,h,h,m,1,1,5.62
19,h,b,n,0,1,3.115
19,w,w,n,1,0,2.892
19,s,a,n,0,1,3.323
19,i,i,m,1,1,4.512
19,z,z,m,1,1,3.457
19,l,o,n,0,1,4.028
19,w,w,n,1,0,5.495
19,t,t,m,1,1,5.779
19,k,k,m,1,1,4.027
19,f,f,m,1,1,5.077
19,f,f,m,1,1,5.05
19,u,u,n,1,0,4.534
19,n,r,m,0,0,5.08
19,z,z,n,1,0,5.139
19,s,o,n,0,1,3.475
19,z,l,n,0,1,3.459
19,c,c,n,1,0,1.963
19,i,i,n,1,0,3.083
19,y,y,m,1,1,3.627
19,j,j,m,1,1,3.164
19,p,o,n,0,1,3.951
19,o,b,n,0,1,5.116
19,b,i,n,0,1,4.507
19,p,e,n,0,1,3.427
19,o,o,n,1,0,4.653
19,r,j,n,0,1,3.643
19,g,d,m,0,0,3.975
19,q,q,m,1,1,3.168
19,e,e,m,1,1,2.748
19,p,p,m,1,1,2.733
19,v,v,m,1,1,4.644
19,r,y,m,0,0,3.579
19,y,y,m,1,1,5.669
19,p,i,n,0,1,5.299
19,q,q,n,1,0,8.076
19,o,c,n,0,1,3.637
19,e,y,n,0,1,3.079
19,j,j,m,1,1,3.98
19,g,a,n,0,1,2.983
19,z,b,n,0,1,5.716
19,n,t,n,0,1,4.811
19,r,m,n,0,1,5.283
19,j,z,n,0,1,6.275
19,d,r,n,0,1,2.451
19,w,m,n,0,1,3.839
19,d,d,m,1,1,3.372
19,l,l,m,1,1,2.962
19,i,w,n,0,1,4.294
19,r,r,m,1,1,3.705
19,o,o,m,1,1,3.56
19,l,l,m,1,1,2.858
19,k,k,m,1,1,2.571
19,h,m,n,0,1,3.122
19,i,i,m,1,1,2.323
19,b,b,m,1,1,3.812
19,i,i,m,1,1,4.838
19,k,t,n,0,1,4.555
19,n,k,m,0,0,2.979
19,n,q,m,0,0,5.244
19,s,s,m,1,1,4.672
19,z,x,n,0,1,6.076
19,d,g,n,0,1,3.539
19,a,f,n,0,1,2.051
19,u,u,m,1,1,2.711
19,e,e,m,1,1,2.537
19,v,q,n,0,1,4.523
19,f,m,m,0,0,3.239
19,k,k,n,1,0,0.961
19,f,f,n,1,0,4.626
19,w,w,m,1,1,4.204
19,g,g,m,1,1,4.003
19,y,y,n,1,0,3.542
19,x,x,m,1,1,5.136
19,d,z,n,0,1,3.315
19,k,u,m,0,0,3.264
19,o,i,n,0,1,3.612
19,z,a,n,0,1,3.274
19,z,s,n,0,1,3.507
19,z,u,m,0,0,4.171
19,r,r,m,1,1,6.652
19,q,q,m,1,1,5.187
19,b,b,m,1,1,2.969
19,z,z,m,1,1,2.491
19,g,g,m,1,1,4.569
19,e,t,n,0,1,2.715
19,k,j,n,0,1,2.867
19,n,n,m,1,1,2.923
19,h,z,n,0,1,3.684
19,s,m,n,0,1,4.429
19,d,d,n,1,0,3.231
19,g,q,m,0,0,2.339
19,m,m,m,1,1,2.131
19,h,j,m,0,0,3.955
19,n,m,n,0,1,3.351
19,r,r,n,1,0,4.109
19,m,s,m,0,0,3.043
19,u,g,n,0,1,3.564
19,u,w,n,0,1,2.043
19,s,i,n,0,1,2.331
19,b,s,n,0,1,2.734
20,x,x,m,1,1,4.865
20,g,t,n,0,1,5.953
20,d,d,m,1,1,5.348
20,s,l,n,0,1,7.186
20,e,e,n,1,0,6.096
20,i,i,m,1,1,6.604
20,x,a,n,0,1,6.541
20,m,j,n,0,1,6.893
20,f,a,n,0,1,5.952
20,b,b,m,1,1,5.098
20,d,k,n,0,1,5.355
20,l,t,n,0,1,5.291
20,d,h,m,0,0,7.147
20,c,f,n,0,1,5.243
20,c,c,n,1,0,5.667
20,z,p,n,0,1,7.259
20,h,o,n,0,1,7.819
20,c,c,m,1,1,5.139
20,l,l,m,1,1,5.907
20,r,r,m,1,1,6.307
20,o,o,m,1,1,9.838
20,b,b,m,1,1,7.836
20,u,x,n,0,1,6.531
20,p,p,m,1,1,5.82
20,u,e,n,0,1,9.093
20,p,s,m,0,0,5.446
20,g,g,n,1,0,6.184
20,n,w,n,0,1,8.628
20,l,k,m,0,0,5.95
20,o,o,m,1,1,5.507
20,x,q,m,0,0,8.043
20,g,g,m,1,1,5.396
20,b,b,m,1,1,6.557
20,t,v,n,0,1,5.8
20,w,w,n,1,0,6.675
20,j,t,n,0,1,6.747
20,x,x,m,1,1,7.784
20,j,j,m,1,1,7.255
20,k,k,m,1,1,7.147
20,n,n,m,1,1,4.661
20,s,w,n,0,1,5.954
20,r,b,n,0,1,6.11
20,m,m,n,1,0,5.299
20,i,i,m,1,1,5.619
20,v,x,n,0,1,5.379
20,f,f,m,1,1,7.369
20,f,f,m,1,1,6.697
20,n,n,m,1,1,7.055
20,p,p,m,1,1,6.508
20,r,r,n,1,0,4.027
20,w,w,m,1,1,4.455
20,v,v,n,1,0,4.249
20,q,f,m,0,0,5.907
20,z,z,m,1,1,9.836
20,d,d,m,1,1,6.019
20,d,d,m,1,1,4.821
20,i,b,m,0,0,6.315
20,z,z,n,1,0,7.019
20,x,x,m,1,1,5.523
20,j,j,m,1,1,5.484
20,r,r,m,1,1,5.394
20,a,k,n,0,1,4.625
20,d,v,n,0,1,6.627
20,m,e,n,0,1,5.051
20,s,s,m,1,1,5.251
20,l,l,m,1,1,5.987
20,h,g,m,0,0,6.067
20,l,l,m,1,1,5.827
20,o,x,n,0,1,7.139
20,o,w,m,0,0,6.634
20,u,u,m,1,1,6.589
20,v,v,m,1,1,5.723
20,r,z,m,0,0,4.347
20,k,q,n,0,1,3.667
20,m,m,n,1,0,3.827
20,s,z,n,0,1,5.645
20,u,u,m,1,1,5.229
20,a,a,m,1,1,4.259
20,h,n,n,0,1,4.816
20,x,h,n,0,1,4.428
20,z,m,m,0,0,4.569
20,c,z,n,0,1,4.653
20,l,i,n,0,1,3.997
20,h,r,n,0,1,3.991
20,l,l,m,1,1,3.883
20,c,c,m,1,1,2.92
20,v,v,m,1,1,5.299
20,c,c,m,1,1,3.495
20,v,f,n,0,1,5.243
20,k,k,n,1,0,4.051
20,d,s,n,0,1,4.055
20,d,d,m,1,1,4.172
20,z,q,m,0,0,6.198
20,e,e,m,1,1,4.291
20,s,s,m,1,1,5.875
20,s,s,m,1,1,4.511
20,f,f,m,1,1,4.899
20,y,c,n,0,1,8.004
20,w,k,n,0,1,5.379
20,c,c,m,1,1,4.347
20,j,j,m,1,1,4.267
20,a,a,m,1,1,2.787
20,v,d,n,0,1,4.198
20,s,b,n,0,1,5.383
20,p,c,n,0,1,4.167
20,v,w,n,0,1,5.418
20,y,y,m,1,1,4.601
20,j,c,n,0,1,4.975
20,z,i,n,0,1,6.961
20,a,b,m,0,0,8.14
20,e,h,n,0,1,3.499
20,k,k,m,1,1,4.195
20,z,z,m,1,1,3.475
20,g,z,m,0,0,4.396
20,c,b,n,0,1,3.998
20,i,f,n,0,1,4.259
20,e,e,m,1,1,3.69
20,b,b,m,1,1,3.184
20,h,h,m,1,1,3.827
20,r,x,n,0,1,4.883
20,k,k,m,1,1,5.942
20,c,q,n,0,1,3.155
20,e,x,n,0,1,4.706
20,h,e,n,0,1,5.18
20,b,l,m,0,0,6.335
20,p,p,m,1,1,5.197
20,m,m,m,1,1,5.852
20,t,t,m,1,1,4.886
20,u,d,n,0,1,4.409
20,o,o,n,1,0,6.396
20,a,a,m,1,1,2.835
20,z,z,n,1,0,4.464
20,y,y,m,1,1,4.837
20,q,x,n,0,1,4.957
20,p,p,m,1,1,4.479
20,q,q,m,1,1,3.623
20,i,i,m,1,1,4.174
20,i,i,m,1,1,3.086
20,o,l,n,0,1,3.033
20,b,t,n,0,1,4.217
20,z,t,m,0,0,4.191
20,o,u,n,0,1,4.675
20,h,h,n,1,0,5.587
20,n,b,n,0,1,4.259
20,p,p,m,1,1,4.491
20,q,q,m,1,1,5.545
20,v,o,m,0,0,4.778
20,l,n,n,0,1,3.889
20,r,r,m,1,1,3.275
20,v,i,n,0,1,4.299
20,b,p,n,0,1,2.883
20,g,g,n,1,0,4.944
20,u,u,m,1,1,3.619
20,f,l,n,0,1,3.628
20,u,u,m,1,1,5.176
20,m,f,n,0,1,4.402
20,o,q,n,0,1,4.223
20,o,o,m,1,1,3.3
20,u,b,n,0,1,3.354
20,r,o,n,0,1,3.783
20,e,e,m,1,1,3.995
20,f,v,n,0,1,4.651
20,v,v,m,1,1,4.401
20,b,q,n,0,1,3.626
20,w,d,n,0,1,5.275
20,u,u,n,1,0,4.879
20,q,q,n,1,0,4.195
20,o,a,n,0,1,5.715
20,g,r,m,0,0,3.523
20,v,b,n,0,1,3.843
20,r,u,n,0,1,4.931
20,i,i,n,1,0,3.22
20,h,h,m,1,1,2.811
20,d,y,n,0,1,3.86
20,a,z,n,0,1,2.71
20,z,v,m,0,0,3.603
20,b,b,m,1,1,3.323
20,p,r,m,0,0,5.059
20,m,y,n,0,1,3.156
20,b,y,n,0,1,3.17
20,j,j,m,1,1,3.014
20,v,v,n,1,0,3.632
20,x,y,n,0,1,3.763
20,q,q,m,1,1,4.243
20,n,y,m,0,0,4.707
20,j,w,n,0,1,4.683
20,k,m,m,0,0,4.541
20,o,p,m,0,0,3.251
20,e,e,n,1,0,4.443
20,o,n,n,0,1,3.187
20,z,y,m,0,0,3.747
20,x,x,m,1,1,4.34
20,w,w,m,1,1,3.995
20,t,t,m,1,1,3.835
20,w,w,m,1,1,5.044
20,h,h,m,1,1,5.635
20,y,p,n,0,1,4.264
20,t,t,n,1,0,4.202
20,a,n,n,0,1,3.551
